"","age","price","bedrooms","bathrooms","bathroom_to_bedroom_ratio","floors","waterfront","view","condition","grade","yr_renovated","sqft_living15","sqft_lot15","sqft_above","sqft_basement"
"16838","Very Old","Cheap","1","1","Adequate","1","No","Multiple views","Decent","Poor","Renovated","Very small","Very large","Very small","No basement"
"16839","Average","Affordable","3","3","Adequate","1","No","No view","Decent","Decent","Not renovated","Average","Average","Very small","Small"
"16840","Old","Ultra premium","9","4","Less than adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very small","Very large","Very Small"
"16841","New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Average","Very large","No basement"
"16842","Moderately Old","Cheap","3","1","Less than adequate","1","No","No view","Decent","Decent","Renovated","Very small","Large","Small","No basement"
"16843","Moderately Old","Ultra premium","5","3","Adequate","1","No","No view","Good","Decent","Not renovated","Large","Average","Average","Large"
"16844","Moderately New","Expensive","3","2","Adequate","1","No","Multiple views","Good","Decent","Not renovated","Average","Very large","Large","No basement"
"16845","Average","Affordable","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Large","Average","Small","Small"
"16846","Moderately New","Expensive","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Small","Very small","Average","No basement"
"16847","Average","Expensive","4","3","Adequate","1","No","No view","Good","Decent","Not renovated","Average","Average","Small","Medium"
"16848","Old","Premium","3","2","Adequate","1","No","No view","Excellent","Decent","Not renovated","Small","Average","Small","Small"
"16849","Average","Premium","4","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Large","Large","Average","Medium"
"16850","Moderately Old","Ultra premium","4","3","Adequate","1","No","No view","Decent","Decent","Renovated","Large","Very large","Average","Small"
"16851","Moderately New","Affordable","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Average","Large","Average","No basement"
"16852","Old","Affordable","2","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Very small","Small","Very small","No basement"
"16853","New","Affordable","2","2","Adequate","2","No","No view","Decent","Decent","Not renovated","Very small","Very small","Very small","Small"
"16854","Moderately New","Cheap","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Average","Large","Large","No basement"
"16855","Moderately New","Cheap","3","2","Adequate","1","No","No view","Good","Poor","Not renovated","Very small","Large","Average","No basement"
"16856","Moderately New","Premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Very small","Large","No basement"
"16857","Moderately Old","Expensive","4","2","Less than adequate","1","No","Single View","Good","Decent","Not renovated","Average","Large","Small","Large"
"16858","New","Ultra premium","4","4","Adequate","2","No","No view","Decent","Good","Not renovated","Large","Very large","Very large","No basement"
"16859","Moderately New","Affordable","2","2","Adequate","2","No","No view","Decent","Decent","Not renovated","Very small","Very small","Small","No basement"
"16860","Moderately Old","Affordable","3","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Large","Average","Small","No basement"
"16861","New","Premium","2","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Very small","Large","No basement"
"16862","Old","Cheap","1","2","More than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Very small","Very small","No basement"
"16863","Moderately Old","Expensive","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Large","Large","Average","No basement"
"16864","New","Premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very small","Small","Large","No basement"
"16865","Average","Ultra premium","4","2","Less than adequate","1","No","No view","Excellent","Decent","Not renovated","Large","Very large","Large","Very Small"
"16866","Moderately New","Ultra premium","4","3","Adequate","2","No","No view","Good","Decent","Not renovated","Small","Very large","Very large","No basement"
"16867","Average","Expensive","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Large","Very small","Large","No basement"
"16868","Moderately New","Cheap","3","2","Adequate","2","No","No view","Decent","Decent","Not renovated","Average","Large","Large","No basement"
"16869","Average","Affordable","4","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Average","Very large","Average","No basement"
"16870","Moderately New","Premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Small","Large","Large","No basement"
"16871","Very Old","Expensive","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Very small","Small","No basement"
"16872","Average","Expensive","2","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Very small","Very small","No basement"
"16873","Moderately New","Ultra premium","3","3","Adequate","2","No","No view","Good","Decent","Not renovated","Very large","Very large","Very large","No basement"
"16874","Moderately Old","Expensive","5","3","Adequate","1","No","No view","Decent","Decent","Not renovated","Very large","Average","Large","Small"
"16875","Moderately Old","Premium","4","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Large","Small","Small","Large"
"16876","Moderately New","Expensive","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Average","Large","No basement"
"16877","Old","Affordable","2","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Small","Large","Very small","No basement"
"16878","Average","Premium","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Very large","Very large","Very large","No basement"
"16879","Moderately New","Cheap","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Small","Large","Large","No basement"
"16880","Moderately New","Premium","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Large","Very large","No basement"
"16881","Moderately New","Cheap","3","2","Adequate","2","No","No view","Decent","Decent","Not renovated","Very small","Small","Small","No basement"
"16882","Moderately Old","Expensive","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Average","Very small","Large"
"16883","New","Premium","3","4","More than adequate","2","No","No view","Decent","Decent","Not renovated","Small","Very small","Small","Small"
"16884","Moderately New","Ultra premium","5","4","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very large","Very large","Small"
"16885","Very Old","Ultra premium","6","2","Less than adequate","2","No","Multiple views","Decent","Decent","Not renovated","Large","Small","Very large","No basement"
"16886","Moderately Old","Expensive","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Small","Small","Small","Medium"
"16887","Moderately Old","Ultra premium","3","3","Adequate","1","No","Multiple views","Excellent","Decent","Not renovated","Large","Small","Average","Large"
"16888","Moderately Old","Affordable","2","1","Less than adequate","1","No","Multiple views","Decent","Decent","Not renovated","Very large","Average","Small","No basement"
"16889","Old","Cheap","3","1","Less than adequate","1","No","No view","Very Poor","Poor","Not renovated","Very small","Very small","Small","No basement"
"16890","Old","Ultra premium","4","4","Adequate","2","No","No view","Decent","Good","Renovated","Very small","Small","Large","Small"
"16891","Moderately Old","Affordable","4","3","Adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Small","Average","Very Small"
"16892","Moderately New","Affordable","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Average","Large","No basement"
"16893","New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very large","Very large","No basement"
"16894","Moderately Old","Ultra premium","3","3","Adequate","1","No","No view","Good","Decent","Not renovated","Very large","Very large","Average","Small"
"16895","Old","Cheap","4","3","Adequate","2","No","No view","Decent","Poor","Not renovated","Small","Very large","Average","No basement"
"16896","Moderately Old","Affordable","2","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Very small","Small","No basement"
"16897","Old","Affordable","3","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Very small","Very large","Small","No basement"
"16898","Average","Expensive","5","3","Adequate","1","No","No view","Good","Decent","Not renovated","Average","Average","Average","Small"
"16899","Average","Expensive","4","2","Less than adequate","2","No","No view","Good","Decent","Not renovated","Average","Very large","Large","No basement"
"16900","Average","Expensive","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Average","Very large","Average","No basement"
"16901","Old","Premium","2","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Small","Very small","Large"
"16902","Moderately Old","Cheap","2","1","Less than adequate","1","No","No view","Good","Poor","Not renovated","Very small","Average","Small","No basement"
